,Name
1458425,Serpentinomonas raichei
551987,Duganella sacchari
1736227,Duganella sp. Leaf61
1736266,Duganella sp. Leaf126
1736518,Duganella sp. Root336D2
1736471,Duganella sp. Root1480D1
1855289,Duganella sp. CF402
1884368,Duganella sp. CF458
1736532,Massilia sp. Root418
1035707,Massilia namucuonensis
1141883,Massilia putida
1736522,Massilia sp. Root351
1485217,Massilia eurypsychrophila
1946837,Massilia sp. UBA2604
1603353,Massilia psychrophila
1678028,Massilia sp. NR 4-1
1736517,Massilia sp. Root335
1736272,Massilia sp. Leaf139
2045208,Massilia violaceinigra
286638,Massilia alkalitolerans
1953004,Oxalobacteraceae bacterium UBA6018
937450,Oxalobacteraceae bacterium IMCC9480
1158293,Oxalobacteraceae bacterium AB_14
2014887,Herbaspirillum robiniae
964,Herbaspirillum seropedicae
1953765,Herbaspirillum sp. VT-16-41
1144342,Herbaspirillum sp. YR522
1443993,Herbaspirillum sp. RV1423
346179,Herbaspirillum rhizosphaerae
1144319,Herbaspirillum sp. CF444
863372,Herbaspirillum huttiense
211589,Herbaspirillum chlorophenolicum
2025949,Herbaspirillum sp. meg3
1644131,Janthinobacterium sp. 1_2014MBL_MicDiv
1981502,Janthinobacterium sp. GW460W
1747903,Janthinobacterium sp. S3-2
29581,Janthinobacterium lividum
2048010,Janthinobacterium sp. BJB426
2035210,Janthinobacterium sp. 35
1938606,Janthinobacterium sp. LM6
1649647,Janthinobacterium sp. KBS0711
1706231,Janthinobacterium sp. CG23_2
2035209,Janthinobacterium sp. 61
2035208,Janthinobacterium sp. 64
1981504,Janthinobacterium sp. GW458P
1537279,Janthinobacterium sp. HH107
1502762,Janthinobacterium sp. RA13
279113,Collimonas pratensis
158899,Collimonas fungivorans
1798195,Collimonas sp. OK242
1881062,Collimonas sp. PA-H2
1801619,Collimonas sp. OK412
1801620,Collimonas sp. OK307
1349818,Herminiimonas sp. CN
204773,Herminiimonas arsenicoxydans
1736487,Noviherbaspirillum sp. Root189
1968433,Noviherbaspirillum denitrificans
1465823,Noviherbaspirillum massiliense
847,Oxalobacter formigenes
1736441,Methylibium sp. Root1272
1500261,Methylibium sp. CF059
1686064,Methylibium sp. NZG
105560,Methylibium petroleiphilum
1437443,Methylibium sp. T29-B
65048,Mitsuaria chitosanitabida
2052484,Mitsuaria noduli
557855,Mitsuaria sp. H24L5A
1658665,Mitsuaria sp. 7
1881035,Mitsuaria sp. PDC51
1947650,Tepidimonas sp. UBA997
307486,Tepidimonas taiwanensis
431060,Roseateles terrae
76731,Roseateles depolymerans
431061,Roseateles aquatilis
1547922,Ideonella sakaiensis
137716,Ideonella sp. B508-1
1736433,Rhizobacter sp. Root1221
1500264,Rhizobacter sp. OV335
1736528,Rhizobacter sp. Root404
28068,Rubrivivax gelatinosus
316997,Rubrivivax benzoatilyticus
1660138,Rubrivivax sp. SCN 71-131
926,Thiomonas intermedia
364030,Thiomonas delicata
1158292,Thiomonas sp. FB-Cd
34029,Leptothrix cholodnii
34103,Sphaerotilus natans
1538295,Aquabacterium sp. NJ1
1768242,Paucibacter sp. KCTC 42545
1895730,Burkholderiales bacterium 68-10
2015564,Burkholderiales bacterium PBB2
1674887,Burkholderiales bacterium Beta_01
1797561,Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_69_20
864051,Burkholderiales bacterium JOSHI_001
2015568,Burkholderiales bacterium PBB6
1950774,Burkholderiales bacterium UBA2647
1970500,Burkholderiales bacterium 39-55-53
1970497,Burkholderiales bacterium 28-67-8
1895733,Burkholderiales bacterium 70-64
1797574,Burkholderiales bacterium RIFOXYD12_FULL_59_19
1797572,Burkholderiales bacterium RIFOXYC12_FULL_65_23
469610,Burkholderiales bacterium 1_1_47
1950771,Burkholderiales bacterium UBA2463
1950770,Burkholderiales bacterium UBA2459
1797569,Burkholderiales bacterium RIFCSPLOWO2_12_FULL_65_40
1797566,Burkholderiales bacterium RIFCSPLOWO2_12_FULL_61_40
1797552,Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_63_240
1896170,Burkholderiales bacterium 68-12
1797562,Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36
2015565,Burkholderiales bacterium PBB3
1895726,Burkholderiales bacterium 64-34
1752204,Burkholderiales bacterium Ga0074133
1752207,Burkholderiales bacterium Ga0077547
1797549,Burkholderiales bacterium GWA2_64_37
1120623,Achromobacter sp. LC458
470868,Achromobacter marplatensis
32002,Achromobacter denitrificans
217204,Achromobacter insolitus
2015170,Achromobacter sp. HZ34
1881016,Achromobacter sp. MFA1 R4
1806481,Achromobacter sp. 2789STDY5608625
1287735,Achromobacter insuavis
1736602,Achromobacter sp. Root83
1397275,Achromobacter sp. DH1f
1147684,Achromobacter arsenitoxydans
1945911,Achromobacter sp. UBA2119
463025,Bordetella bronchialis
521,Bordetella avium
1416808,Bordetella genomosp. 11
463035,Bordetella genomosp. 12
463040,Bordetella genomosp. 13
1416806,Bordetella genomosp. 8
1416804,Bordetella genomosp. 10
520,Bordetella pertussis
1746199,Bordetella sp. N
463014,Bordetella flabilis
123899,Bordetella trematum
103855,Bordetella hinzii
94624,Bordetella petrii
1007105,Pusillimonas sp. T7-7
2045209,Pusillimonas sp. JR1/69-2-13
305977,Pusillimonas noertemannii
511,Alcaligenes faecalis
1671635,Alcaligenaceae bacterium DTU041
310575,Advenella kashmirensis
302406,Advenella mimigardefordensis
2008676,Pigmentiphaga sp. NML030171
764842,Derxia lacustris
75697,Castellaniella defragrans
266123,Castellaniella caeni
1946233,Castellaniella sp. UBA6218
124225,Brackiella oedipodis
206506,Kerstersia gyiorum
29575,Taylorella equigenitalis
84590,Taylorella asinigenitalis
683354,Candidimonas nitroreducens
658167,Candidimonas bauzanensis
1851544,Orrella dioscoreae
643674,Paenalcaligenes hominis
1946564,Gallionella sp. UBA4737
1796491,Candidatus Gallionella acididurans
1632857,Sulfuricella sp. T08
649841,Sulfuricella denitrificans
1485544,Ferriphaselus sp. R-1
1985873,Sulfuriferula sp. AH1
63745,Sideroxydans lithotrophicus
1055487,Methylotenera versatilis
1506585,Methylotenera sp. G11
266009,Methylovorus glucosotrophus
551994,Methylobacillus rhizosphaerae
1736373,Methylophilus sp. Leaf416
1798247,Gallionellales bacterium GWA2_60_18
383631,Methylophilales bacterium HTCC2181
1798244,Gallionellales bacterium GWA2_55_18
1778481,Methylophilales bacterium LSUCC0135
916,Nitrosomonas eutropha
52441,Nitrosomonas aestuarii
44574,Nitrosomonas communis
44576,Nitrosomonas halophila
44577,Nitrosomonas ureae
133720,Nitrosomonas sp. Nm51
1881053,Nitrosomonas sp. Nm132
1946979,Nitrosomonas sp. UBA6494
1231,Nitrosospira multiformis
1855333,Nitrosospira sp. Nsp14
200120,Nitrosospira sp. Nl5
1855332,Nitrosospira sp. Nsp13
1895901,Nitrosospira sp. 56-18
1855339,Nitrosovibrio sp. Nv17
36861,Thiobacillus denitrificans
1895858,Thiobacillus sp. 0-1251
1895859,Thiobacillus sp. 63-78
1947685,Thiobacillus sp. UBA2186
1895862,Thiobacillus sp. 65-29
1895861,Thiobacillus sp. 65-1402
1947691,Thiobacillus sp. UBA6918
378211,Methyloversatilis universalis
1119528,Methyloversatilis discipulorum
1842540,Methyloversatilis sp. RAC08
1346290,Methyloversatilis thermotolerans
748811,Sulfuritalea hydrogenivorans
194197,Neisseria dentiae
1853278,Neisseria sp. 10023
496,Neisseria macacae
607711,Neisseria wadsworthii
326523,Neisseria zoodegmatis
490,Neisseria sicca
1853276,Neisseria sp. 10022
495,Neisseria elongata
1739539,Neisseria sp. HMSC075C10
1692264,Neisseria sp. 83E34
489,Neisseria polysaccharea
483,Neisseria cinerea
487,Neisseria meningitidis
486,Neisseria lactamica
485,Neisseria gonorrhoeae
1795832,Eikenella sp. NML130454
1795827,Eikenella sp. NML02-A-017
1739300,Eikenella sp. HMSC071B05
502,Kingella denitrificans
505,Kingella oralis
504,Kingella kingae
63,Vitreoscilla filiformis
1689272,Vitreoscilla massiliensis
422441,Stenoxybacter acetivorans
1452487,Crenobacter luteus
857265,Amantichitinum ursilacus
194196,Alysiella filiformis
494,Bergeriella denitrificans
1628212,Chromobacterium sp. LK11
2059672,Chromobacterium sp. ATCC 53434
251747,Chromobacterium subtsugae
394935,Chromobacterium haemolyticum
1506510,Iodobacter sp. BJB302
362520,Chitinilyticum aquatile
230667,Chitinibacter tainanensis
400061,Paludibacterium yongneupense
332411,Aquitalea magnusonii
549169,Pseudogulbenkiania ferrooxidans
356662,Leeia oryzae
1906741,Jeongeupia sp. USM3
1192162,Vogesella sp. LIG4
1526735,Vogesella sp. EB
400948,Deefgea rivuli
168471,Laribacter hongkongensis
57480,Microvirgula aerodenitrificans
1938604,Aquaspirillum sp. LM1
1229489,beta proteobacterium L13
1752202,Betaproteobacteria bacterium Ga0077540
1904640,Betaproteobacteria bacterium GR16-43
1797492,Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_26
1752201,Betaproteobacteria bacterium Ga0077532
2013705,Betaproteobacteria bacterium HGW-Betaproteobacteria-14
1948462,Betaproteobacteria bacterium UBA6910
1703390,Betaproteobacteria bacterium SG8_39
2013700,Betaproteobacteria bacterium HGW-Betaproteobacteria-1
1948454,Betaproteobacteria bacterium UBA2293
2013707,Betaproteobacteria bacterium HGW-Betaproteobacteria-16
1752198,Betaproteobacteria bacterium Ga0077523
1523424,beta proteobacterium AAP65
1752199,Betaproteobacteria bacterium Ga0077526
1797482,Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14
1703389,Betaproteobacteria bacterium SG8_40
1948463,Betaproteobacteria bacterium UBA7395
1948460,Betaproteobacteria bacterium UBA5582
1948459,Betaproteobacteria bacterium UBA5216
1948453,Betaproteobacteria bacterium UBA1934
1797505,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_68_20
1986666,Betaproteobacteria bacterium TMED100
2013704,Betaproteobacteria bacterium HGW-Betaproteobacteria-13
1986667,Betaproteobacteria bacterium TMED156
1948456,Betaproteobacteria bacterium UBA3031
2013709,Betaproteobacteria bacterium HGW-Betaproteobacteria-18
2013715,Betaproteobacteria bacterium HGW-Betaproteobacteria-3
1805051,Betaproteobacteria bacterium CG2_30_68_42
2013721,Betaproteobacteria bacterium HGW-Betaproteobacteria-9
1797504,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_68_19
1523421,beta proteobacterium AAP51
1797477,Betaproteobacteria bacterium RBG_16_64_18
1797486,Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_63_19
1797495,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13
1797499,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23
1895689,Candidatus Accumulibacter sp. 66-26
1454004,Candidatus Accumulibacter sp. BA-93
1860102,Candidatus Accumulibacter aalborgensis
1454001,Candidatus Accumulibacter sp. SK-12
1454002,Candidatus Accumulibacter sp. BA-91
1946150,Candidatus Accumulibacter sp. UBA704
994695,Candidatus Kinetoplastibacterium galatii
85643,Thauera sp. MZ1T
305700,Thauera sp. 27
76112,Thauera linaloolentis
76113,Thauera terpenica
1792543,Thauera phenolivorans
2019431,Thauera propionica
198107,Azoarcus sp. CIB
92003,Azoarcus toluclasticus
748247,Azoarcus sp. KH32C
34027,Azoarcus tolulyticus
418699,Azoarcus olearius
1637998,Azoarcus sp. PA01
2067453,Uliginosibacterium sp. TH139
1965277,Zoogloea sp. LCSB751
1952838,Rhodocyclaceae bacterium UBA2271
1898103,Rhodocyclaceae bacterium
1952840,Rhodocyclaceae bacterium UBA2357
1952844,Rhodocyclaceae bacterium UBA5533
1860101,Candidatus Propionivibrio aalborgensis
146939,Azospira oryzae
857335,Candidatus Dactylopiibacterium carminicum
1565605,Rugosibacter aromaticivorans
281362,Dechloromonas denitrificans
73030,Dechloromonas agitata
259537,Dechloromonas aromatica
418702,Azonexus hydrophilus
1802018,Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24
901,Desulfovibrio piger
1292024,Desulfovibrio sp. Dsv1
571438,Desulfovibrio legallii
270496,Desulfovibrio putealis
167968,uncultured Desulfovibrio sp.
880,Desulfovibrio salexigens
876,Desulfovibrio desulfuricans
184917,Desulfovibrio magneticus
596152,Desulfovibrio sp. U5L
221711,Desulfovibrio brasiliensis
457398,Desulfovibrio sp. 3_1_syn3
1961409,Desulfovibrio sp. UBA6121
1961408,Desulfovibrio sp. UBA6079
941449,Desulfovibrio sp. X2
147047,Desulfovibrio mexicanus
644968,Desulfovibrio sp. FW1012B
58180,Desulfovibrio alaskensis
298701,Desulfovibrio sp. A2
293256,Desulfovibrio alkalitolerans
63560,Desulfovibrio oxyclinae
44742,Desulfovibrio fairfieldensis
1519643,Desulfovibrio sp. K3S
1961407,Desulfovibrio sp. UBA4079
1307759,Desulfovibrio sp. L21-Syr-AB
42252,Desulfovibrio termitidis
466107,Desulfovibrio litoralis
376490,Desulfovibrio bizertensis
1844708,Desulfovibrio sp. DV
191026,Desulfovibrio hydrothermalis
159728,Desulfovibrio cuneatus
47158,Desulfovibrio gracilis
2125990,Pseudodesulfovibrio hydrargyri
57320,Pseudodesulfovibrio profundus
1961562,Desulfovibrionaceae bacterium UBA3823
1805130,Desulfovibrionaceae bacterium CG1_02_65_16
1961567,Desulfovibrionaceae bacterium UBA6814
1961568,Desulfovibrionaceae bacterium UBA930
399548,Desulfocurvus vexinensis
29546,Lawsonia intracellularis
132132,Desulfomicrobium orale
1961404,Desulfomicrobium sp. UBA5193
52560,Desulfomicrobium apsheronum
899,Desulfomicrobium baculatum
52561,Desulfomicrobium norvegicum
1592317,Desulfoplanes formicivorans
159290,Desulfonatronum thiodismutans
617001,Desulfonatronum thioautotrophicum
66849,Desulfonatronum lacustre
617002,Desulfonatronum thiosulfatophilum
53245,Desulfonatronovibrio hydrogenovorans
488939,Desulfonatronospira thiodismutans
45663,Desulfohalobium retbaense
1961534,Desulfobacteraceae bacterium UBA4064
1961542,Desulfobacteraceae bacterium UBA5852
1971627,Desulfobacteraceae bacterium 4572_35.1
1961530,Desulfobacteraceae bacterium UBA2174
1961532,Desulfobacteraceae bacterium UBA2245
1961538,Desulfobacteraceae bacterium UBA5616
1971629,Desulfobacteraceae bacterium 4572_123
2298,Desulfobacterium vacuolatum
1961412,Desulfatitalea sp. UBA4791
1185843,Desulfatitalea tepidiphila
1629708,Desulfatitalea sp. BRH_c12
2290,Desulfobacter curvatus
2293,Desulfobacter postgatei
419481,Desulfoluna spongiiphila
90732,Desulfobacula phenolica
1232437,Desulfobacula sp. TS
897,Desulfococcus multivorans
933262,Desulfosarcina sp. BuS5
53329,Desulfospira joergensenii
115781,Desulfotignum balticum
157842,Desulfofaba hansenii
259354,Desulfatibacillum alkenivorans
1509431,Candidatus Magnetomorum sp. HK-1
90728,Desulfatiglans anilini
1246637,Desulfamplus magnetovallimortis
51195,Desulfofustis glycolicus
1961552,Desulfobulbaceae bacterium UBA5123
1629713,Desulfobulbaceae bacterium BRH_c16a
1961553,Desulfobulbaceae bacterium UBA5173
1961549,Desulfobulbaceae bacterium UBA2775
1961546,Desulfobulbaceae bacterium UBA2270
1961555,Desulfobulbaceae bacterium UBA5611
1536652,Desulfobulbus sp. Tol-SR
894,Desulfobulbus propionicus
53332,Desulfobulbus elongatus
160661,Desulfobulbus mediterraneus
231447,Desulfobulbus japonicus
231440,Desulfopila aestuarii
84980,Desulfotalea psychrophila
2030813,Desulfotalea sp.
91360,Desulforhopalus singaporensis
1973983,Desulfobacterales bacterium CG23_combo_of_CG06-09_8_20_14_all_51_8
1797914,Desulfobacterales bacterium RIFOXYA12_FULL_46_15
1973984,Desulfobacterales bacterium CG23_combo_of_CG06-09_8_20_14_all_52_9
1961393,Geobacter sp. UBA4074
1961402,Geobacter sp. UBA698
345632,Geobacter pickeringii
115783,Geobacter thiogenes
1961400,Geobacter sp. UBA6169
443144,Geobacter sp. M21
60035,Geobacter bremensis
1961399,Geobacter sp. UBA6151
1961394,Geobacter sp. UBA4078
35554,Geobacter sulfurreducens
1961396,Geobacter sp. UBA5730
1203471,Geobacter daltonii
313985,Geobacter lovleyi
1961388,Geobacter sp. UBA1606
1961392,Geobacter sp. UBA4057
1266765,Geobacter sp. OR-1
421624,Geobacter toluenoxydans
1798317,Geobacteraceae bacterium GWC2_55_20
1798318,Geobacteraceae bacterium GWC2_58_44
1798316,Geobacteraceae bacterium GWC2_53_11
38815,Desulfuromonas acetexigens
891,Desulfuromonas acetoxidans
1823759,Desulfuromonas sp. DDH964
1603606,Desulfuromonas soudanensis
1961571,Desulfuromonadaceae bacterium UBA5613
1801896,Desulfuromonadaceae bacterium GWC2_58_13
1961570,Desulfuromonadaceae bacterium UBA2294
1961572,Desulfuromonadaceae bacterium UBA6124
19,Pelobacter carbinolicus
1961381,Pelobacter sp. UBA6812
29542,Pelobacter acetylenicus
1961379,Pelobacter sp. UBA5610
407188,Pelobacter seleniigenes
29543,Pelobacter propionicus
57040,Malonomonas rubra
1797916,Desulfuromonadales bacterium GWC2_61_20
1797917,Desulfuromonadales bacterium GWD2_54_10
1797918,Desulfuromonadales bacterium GWD2_61_12
1869312,Desulfuromonadales bacterium C00003068
83460,Stigmatella erecta
43,Cystobacter fuscus
83451,Archangium violaceum
1920190,Archangium sp. Cb G35
33,Myxococcus fulvus
1297742,Myxococcus hansupus
35,Myxococcus macrosporus
34,Myxococcus xanthus
1262867,Corallococcus sp. CAG:1435
1797238,Anaeromyxobacter sp. RBG_16_69_14
161493,Anaeromyxobacter dehalogenans
404589,Anaeromyxobacter sp. Fw109-5
1300915,Anaeromyxobacter sp. PSR-1
52,Chondromyces crocatus
51,Chondromyces apiculatus
1961108,Polyangiaceae bacterium UTPRO1
888845,Minicystis rosea
1970199,Sorangiineae bacterium NIC37A_2
1391654,Labilithrix luteola
1961464,Myxococcales bacterium UBA2376
1895795,Myxococcales bacterium 68-20
1961459,Myxococcales bacterium UBA1203
1961460,Myxococcales bacterium UBA1238
1961469,Myxococcales bacterium UBA6777
2013745,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-18
1797906,Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12
2013741,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14
1797809,Deltaproteobacteria bacterium GWA2_55_10
1797821,Deltaproteobacteria bacterium GWC2_66_88
1797903,Deltaproteobacteria bacterium RIFOXYD12_FULL_53_23
1797893,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_16
1973976,Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_49_13
1797808,Deltaproteobacteria bacterium GWA2_54_12
1797905,Deltaproteobacteria bacterium RIFOXYD12_FULL_56_24
2013753,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-3
1948561,Deltaproteobacteria bacterium UBA6601
1948537,Deltaproteobacteria bacterium UBA1386
1948536,Deltaproteobacteria bacterium UBA1121
1752210,Deltaproteobacteria bacterium Ga0077539
1797904,Deltaproteobacteria bacterium RIFOXYD12_FULL_55_16
1948548,Deltaproteobacteria bacterium UBA4796
1797835,Deltaproteobacteria bacterium RBG_13_65_10
2013756,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-6
2013740,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-13
1797814,Deltaproteobacteria bacterium GWB2_55_19
2013750,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-22
1918507,Deltaproteobacteria bacterium Phox-21
1797902,Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9
1948540,Deltaproteobacteria bacterium UBA2221
1797894,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19
1948541,Deltaproteobacteria bacterium UBA2361
1948542,Deltaproteobacteria bacterium UBA2385
1973975,Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_47_16
1948547,Deltaproteobacteria bacterium UBA4427
88274,delta proteobacterium NaphS2
1973972,Deltaproteobacteria bacterium CG07_land_8_20_14_0_80_60_11
1973974,Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_45_16
1703399,Deltaproteobacteria bacterium SM23_61
1948550,Deltaproteobacteria bacterium UBA5329
2013739,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-12
1797820,Deltaproteobacteria bacterium GWC2_65_14
1742866,Deltaproteobacteria bacterium tcs-42
1986674,Deltaproteobacteria bacterium TMED58
1797896,Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11
2013746,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-19
1970507,Deltaproteobacteria bacterium 37-65-8
1948566,Deltaproteobacteria bacterium UBA796
1948558,Deltaproteobacteria bacterium UBA5799
1775671,delta proteobacterium ML8_F1
1797842,Deltaproteobacteria bacterium RBG_16_54_11
1797825,Deltaproteobacteria bacterium RBG_13_43_22
1797874,Deltaproteobacteria bacterium RIFCSPLOWO2_02_56_12
1961422,Syntrophaceae bacterium UBA2192
1961444,Syntrophaceae bacterium UBA5744
1961415,Syntrophaceae bacterium UBA1062
1961456,Syntrophaceae bacterium UBA7520
1961427,Syntrophaceae bacterium UBA2280
1961416,Syntrophaceae bacterium UBA1163
1961451,Syntrophaceae bacterium UBA6109
1961433,Syntrophaceae bacterium UBA4767
1961434,Syntrophaceae bacterium UBA4778
1961426,Syntrophaceae bacterium UBA2251
1961421,Syntrophaceae bacterium UBA2188
1961420,Syntrophaceae bacterium UBA2185
1735324,Smithella sp. SDB
1961383,Smithella sp. UBA4047
1380771,Smithella sp. ME-1
1940691,Desulfobacca sp. 4484_104
60893,Desulfobacca acetoxidans
316277,Syntrophus aciditrophicus
1974096,Syntrophobacteraceae bacterium CG23_combo_of_CG06-09_8_20_14_all_50_8
35837,Desulfacinum infernum
109258,Desulfacinum hydrothermale
119484,Syntrophobacter fumaroxidans
1674895,Syntrophobacterales bacterium Delta_01
1974100,Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14
328301,Syntrophorhabdus aromaticivorans
1935134,Desulfarculaceae bacterium JdFR-95
453230,Desulfarculus baarsii
1961526,Desulfarculales bacterium UBA696
1562698,Desulfurella amilsii
1621989,Candidatus Desulfofervidus auxilii
199,Campylobacter concisus
824,Campylobacter gracilis
206,Campylobacter sputorum
1780362,Campylobacter geochelonis
200,Campylobacter curvus
203,Campylobacter rectus
1946149,Campylobacter sp. UBA1713
522485,Campylobacter avium
1660073,Campylobacter sp. RM6137
76517,Campylobacter hominis
201,Campylobacter lari
1813019,Campylobacter hepaticus
204,Campylobacter showae
1244531,Campylobacter iguaniorum
220622,Sulfurospirillum sp. JPD-1
1947594,Sulfurospirillum sp. UBA2217
1947600,Sulfurospirillum sp. UBA6810
366522,Sulfurospirillum cavolei
1537915,Sulfurospirillum sp. SCADC
44674,Sulfurospirillum barnesii
1032072,Arcobacter molluscorum
505249,Arcobacter marinus
1355374,Arcobacter lanthieri
28198,Arcobacter cryaerophilus
28200,Arcobacter skirrowii
1872629,Arcobacter sp.
944547,Arcobacter sp. L
1850254,Arcobacter sp. LPB0137
1946050,Arcobacter sp. UBA6788
1946052,Arcobacter sp. UBA7394
1935204,[Arcobacter] porcinus
1802262,Sulfurimonas sp. RIFOXYD2_FULL_37_8
1176482,Sulfurimonas gotlandica
39766,Sulfurimonas denitrificans
2022749,Sulfurimonas sp.
1947587,Sulfurimonas sp. UBA2011
210,Helicobacter pylori
123841,Helicobacter canadensis
1476196,Helicobacter sp. 11S03491-1
1677920,Helicobacter jaachi
59617,Helicobacter rodentium
1476195,Helicobacter sp. 11S02629-2
1476194,Helicobacter sp. 11S02596-1
157268,Helicobacter winghamensis
1591088,Helicobacter himalayensis
217,Helicobacter mustelae
1539066,Sulfuricurvum sp. PC08-66
1537917,Sulfuricurvum sp. MLSB
148813,Sulfuricurvum kujiense
1947585,Sulfuricurvum sp. UBA2173
1970439,Sulfuricurvum sp. 17-40-25
1805215,Helicobacteraceae bacterium CG2_30_36_10
269261,Nitratifractor salsuginis
206403,Sulfurovum lithotrophicum
1947607,Sulfurovum sp. UBA5622
2015906,Sulfurovum sp. UBA12169
387093,Sulfurovum sp. NBC37-1
1947601,Sulfurovum sp. UBA1140
1947606,Sulfurovum sp. UBA5198
1948572,Epsilonproteobacteria bacterium UBA4036
990070,Lebetimonas sp. JS032
291048,Caminibacter mediatlanticus
1437360,Bradyrhizobium erythrophlei
1399419,Bradyrhizobium sp. BR10280
1038867,Bradyrhizobium sp. WSM3983
1904807,Bradyrhizobium mercantei
115808,Bradyrhizobium sp. ORS 285
280332,Bradyrhizobium jicamae
318996,Bradyrhizobium sp. WSM1743
566679,Bradyrhizobium sp. ORS 375
551947,Bradyrhizobium sp. STM 3843
288000,Bradyrhizobium sp. BTAi1
113395,Bradyrhizobium sp. Tv2a-2
1040989,Bradyrhizobium sp. ARR65
319003,Bradyrhizobium sp. WSM1253
722472,Bradyrhizobium lablabi
189753,Bradyrhizobium sp. Ec3.3
1566285,Bradyrhizobium sp. NFR13
1128178,Bradyrhizobium sp. CCBAU 43298
1126627,Bradyrhizobium sp. DOA9
1298867,Bradyrhizobium sp. URHA0002
1680155,Bradyrhizobium sp. AS23.2
1761771,Bradyrhizobium sp. cf659
1855321,Bradyrhizobium sp. Rc2d
1855319,Bradyrhizobium sp. Ghvi
1855322,Bradyrhizobium sp. Rc3b
1619232,Bradyrhizobium sp. LTSP885
1144344,Bradyrhizobium sp. YR681
1882760,Bradyrhizobium sp. OK095
376,Bradyrhizobium sp.
1680159,Bradyrhizobium sp. NAS80.1
989370,Bradyrhizobium manausense
44255,Bradyrhizobium oligotrophicum
108015,Bradyrhizobium yuanmingense
142585,Bradyrhizobium sp. C9
172088,Bradyrhizobium sp. th.b2
189873,Bradyrhizobium sp. LMTR 3
574934,Bradyrhizobium sp. AT1
2035447,Bradyrhizobium sp. Y36
1855318,Bradyrhizobium sp. Gha
1768759,Bradyrhizobium sp. CCH4-A6
196490,Bradyrhizobium sp. Ai1a-2
312253,Bradyrhizobium tropiciagri
1497615,Bradyrhizobium neotropicale
1497613,Bradyrhizobium sp. BR 10245
1404367,Bradyrhizobium sp. 3 85S1MB
754500,Bradyrhizobium sp. WSM1417
1230476,Bradyrhizobium sp. DFCI-1
1274631,Bradyrhizobium icense
1297865,Bradyrhizobium sp. OHSU_III
931866,Bradyrhizobium ottawaense
1380355,Bradyrhizobium sp. URHD0069
1355477,Bradyrhizobium diazoefficiens
406341,Bosea sp. WAO
1736524,Bosea sp. Root381
53254,Bosea thiooxidans
1510531,Bosea sp. UNC402CLCol
1036779,Bosea lupini
1502851,Bosea sp. LC85
1736346,Bosea sp. Leaf344
1036780,Bosea robiniae
1842539,Bosea sp. RAC05
506668,Bosea sp. BIWAKO-01
1881058,Bosea sp. DSM 18164
1895723,Bosea sp. 67-29
1970324,Bosea sp. 12-68-7
211460,Afipia massiliensis
666684,Afipia sp. 1NLS2
1320553,Afipia sp. NBIMC_P1-C2
1429916,Afipia sp. P52-10
1895700,Afipia sp. 62-7
1895701,Afipia sp. 64-13
1523430,Rhodopseudomonas sp. AAP120
95607,Rhodopseudomonas sp. B29
1513892,Rhodopseudomonas pseudopalustris
912,Nitrobacter hamburgensis
1895797,Nitrobacter sp. 62-13
29421,Nitrobacter vulgaris
1855306,Tardiphaga sp. OK245
943830,Tardiphaga robiniae
1855307,Tardiphaga sp. OK246
2015576,Bradyrhizobiaceae bacterium PARB1
1333996,Variibacter gotjawalensis
29449,Rhizobium etli
887144,Rhizobium taibaishanense
1736427,Rhizobium sp. Root1203
1764275,Rhizobium sp. R635
1532558,Rhizobium sp. YS-1r
1120045,Rhizobium grahamii
1566262,Rhizobium sp. NFR07
1144310,Rhizobium sp. CF080
2067451,Rhizobium sp. TH135
501024,Rhizobium tibeticum
1500301,Rhizobium sp. CF097
1138189,Rhizobium bangladeshense
